ASP,CLS,SENT,PRED,P-1,P0,P+1,T/F
miscellaneous,1,we were not dissappointed in the least bit by this little gem .,-1,0.696098268032074,0.03154134750366211,0.27236029505729675,False
miscellaneous,0,in china the phrase for a good restaurant is hot and loud .,1,0.07781383395195007,0.1480669230222702,0.7741191983222961,False
miscellaneous,1,"an excellent alternative to fast food joints and ordering in but , the food was slightly disappointing .",1,0.28640398383140564,0.004511346574872732,0.709084689617157,True
miscellaneous,0,i have eaten a lot of pizza here .,0,0.012358501553535461,0.5167970061302185,0.47084447741508484,True
food,-1,"the crispy chicken was n't for us , though .",1,0.44622859358787537,0.06650897860527039,0.4872625172138214,False
food,-1,"the sushi has been from average to below average , the wait service has always been sub-par the atmosphere goes from nice to really irritating ( if you sit in the area beyond the kitchen , the acousitcs are horrid , everything echoes is extremely loud ) .",-1,0.8565434813499451,0.004974450916051865,0.13848204910755157,True
service,-1,"the svc can be a bit rude at times , esp if you have big group , but overall the restaurant is a must !",1,0.44865670800209045,0.0993402749300003,0.4520030617713928,False
ambience,0,the jukebox plays everything from italian opera to the strokes .,1,0.00842753890901804,0.4128832221031189,0.5786892771720886,False
service,1,"i understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .",1,0.025877052918076515,0.00880673062056303,0.9653162360191345,True
miscellaneous,1,"alain ducasse is the best of everything , i mean everything was excelent.i",1,0.00852945912629366,0.08811986446380615,0.9033506512641907,True
ambience,-1,here 's to the fake fish tanks too ...,-1,0.5110685229301453,0.24210339784622192,0.24682800471782684,True
food,-1,"those rolls were big , but not good and sashimi was n't fresh .",1,0.08982833474874496,0.008876137435436249,0.90129554271698,False
miscellaneous,0,i went there with my friend last saturday .,0,0.012132646515965462,0.8751119375228882,0.11275535821914673,True
miscellaneous,1,make sure you try this place as often as you can .,1,0.15905123949050903,0.03142809495329857,0.8095207214355469,True
price,1,taj mahal offeres gret value and great food .,1,0.0019506950629875064,0.0035334029234945774,0.9945158362388611,True
miscellaneous,1,i absolutely loved this place .,1,0.009273138828575611,0.00644386000931263,0.9842830300331116,True
food,1,very good breads as well .,1,0.0052570742554962635,0.006560741923749447,0.9881821274757385,True
price,1,"it 's a really great deal , considering we got full off of four dollars .",1,0.22736653685569763,0.04320085421204567,0.7294326424598694,True
miscellaneous,1,it is definitely special and affordable .,1,0.023427722975611687,0.010713707655668259,0.965858519077301,True
service,1,service is fast and friendly .,1,0.0058538904413580894,0.015909390524029732,0.978236734867096,True
food,0,just stick with the small dishes !,0,0.18847393989562988,0.4672054350376129,0.34432071447372437,True
food,1,"from the entrees to the sides to the drinks , everything was creatively prepared yet still simple .",1,0.2578229606151581,0.007982596755027771,0.7341943979263306,True
ambience,1,"you do n't go to mizu for excellent service , you go for the large amounts of food , the amiable atmosphere , and the hole-in-the-wall feeling of the place .",1,0.23006470501422882,0.004616239108145237,0.7653190493583679,True
food,1,"dessert - ca n't be missed , so save room ! ! !",1,0.13488450646400452,0.004772321321070194,0.8603431582450867,True
food,-1,and their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service !,-1,0.8238158822059631,0.019036732614040375,0.1571473628282547,True
service,1,"the staff is accomodating , the ambiance is exciting and yet relaxed , and the food is out of this world !",1,0.006237257272005081,0.00138640939258039,0.9923763871192932,True
price,-1,"the food is good , but very expensive for the casualness of it .",1,0.21121905744075775,0.023906825110316277,0.7648741602897644,False
food,1,i just wonder how you can have such a delicious meal for such little money .,1,0.11170456558465958,0.07225844264030457,0.8160369992256165,True
service,1,"the staff has always been attentive and kind , and i 've always been amazed at how they 've handled all the various different group sizes that come in .",1,0.004214768763631582,0.003426716895774007,0.9923585057258606,True
service,0,"the one up front will smile and say what can i get for you , brother ?",1,0.09595087170600891,0.04845608398318291,0.8555930256843567,False
food,1,"the food is amazing , rich pastas and fresh doughy pizza .",1,0.0017803926020860672,0.0013020916376262903,0.9969174861907959,True
food,0,"its not curry in a slurry crap , and regular run of the mill food .",0,0.23606979846954346,0.6638851165771484,0.1000451147556305,True
miscellaneous,-1,i dont how this place is still running .,1,0.3111864924430847,0.12896591424942017,0.5598475933074951,False
food,0,i do n't usually order wine with indian so i ca n't comment on their wine list or their wines .,1,0.07346227765083313,0.3477769196033478,0.5787608027458191,False
food,1,my husband and i enjoyed each of the 6 taste size portions and left completely full .,1,0.00576913682743907,0.010056828148663044,0.9841740131378174,True
food,1,"if it 's just a quick martini at the bar ( which i recommend jeffery 's ) or a mind blowing roast chicken , go to village !",1,0.28638672828674316,0.036588411778211594,0.6770248413085938,True
miscellaneous,0,"for myself and family we would only go here to celebrate an occassion , i do prefer smaller , quiter restaurants .",0,0.016127068549394608,0.668185830116272,0.3156870901584625,True
ambience,-1,"the place is small and intimate and you may feel a little crowded , but the service is excellent and it 's great for friends out , a romantic date , or a special occassion .",1,0.26826080679893494,0.014907721430063248,0.7168315052986145,False
miscellaneous,0,"if you like sakagura but you feel it 's too much , you 'd better try yokocho .",1,0.4360557198524475,0.07793343812227249,0.486010879278183,False
ambience,-1,from the moment we walked in they were more than accomodating even though the place was packed .,1,0.2762529253959656,0.01734873466193676,0.7063983678817749,False
food,1,unique apppetizers .,1,0.026845669373869896,0.1832672655582428,0.789887011051178,True
miscellaneous,1,"seriously , this place kicks ass .",1,0.3588564097881317,0.026440557092428207,0.6147030591964722,True
price,-1,definitely not worth the price !,1,0.4192845821380615,0.006522124633193016,0.5741933584213257,False
miscellaneous,1,the frankenstein show was the best .,1,0.02276272512972355,0.02487642876803875,0.9523608684539795,True
ambience,1,"the place is larger than most and features adequate seating unlike most joints , and has a bar which deserves a mention .",1,0.30635973811149597,0.029147908091545105,0.6644924283027649,True
food,0,sushi was n't anything spectacular for the price .,-1,0.47227686643600464,0.09174688160419464,0.4359762966632843,False
service,-1,"the service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .",-1,0.8444580435752869,0.019008580595254898,0.13653336465358734,True
ambience,-1,the seats are uncomfortable if you are sitting against the wall on wooden benches .,-1,0.8976579308509827,0.02046719752252102,0.0818748027086258,True
service,-1,as soon as my father lifted his pen from the check a chef appeared to usher us out .,0,0.06330486387014389,0.7559653520584106,0.18072977662086487,False
miscellaneous,1,what more could you want ?,1,0.357236385345459,0.22408585250377655,0.41867777705192566,True
food,1,food was ok - fish was cooked well .,0,0.13583986461162567,0.44759902358055115,0.4165611267089844,False
miscellaneous,0,"as we were leaving , the couple standing by the door said to another waiter , we 're not in a hurry .",-1,0.8515408635139465,0.032905515283346176,0.11555367708206177,False
miscellaneous,0,"i have been here a few times for dinner , once for brunch and twice for lunch .",0,0.004927477333694696,0.8903923630714417,0.10468018800020218,True
miscellaneous,1,"in such a crappy part of town to find a good value for lunch , this place is great .",1,0.11347532272338867,0.017910422757267952,0.8686143159866333,True
ambience,1,"while this is a pretty place in that overly cute french way , the food was insultingly horrible .",-1,0.8431928157806396,0.008722896687686443,0.14808429777622223,False
miscellaneous,1,great find ! ! !,1,0.002470240229740739,0.0014474091585725546,0.9960823655128479,True
food,1,every course was better than the next .,-1,0.6111817359924316,0.05000116303563118,0.33881711959838867,False
miscellaneous,1,ca n't wait to go back .,-1,0.5801141858100891,0.026163022965192795,0.3937227427959442,False
food,1,"i highly recommend cafe st. bart 's for their food , the ambience and wonderful service .",1,0.002051238203421235,0.002956934040412307,0.9949918389320374,True
service,-1,the food itself was just ok - nothing spectacular - but the service was awful .,-1,0.7404977083206177,0.02904796227812767,0.2304544299840927,True
miscellaneous,1,there is nothing more pleasant than that .,1,0.06341888755559921,0.09410693496465683,0.8424741625785828,True
miscellaneous,1,love yuka .,1,0.02240779995918274,0.1260203719139099,0.8515718579292297,True
food,1,"delicious bagels , especially when right out of the oven .",1,0.01326772477477789,0.0059373159892857075,0.9807949662208557,True
miscellaneous,1,it 's to die for !,-1,0.680260956287384,0.08073680847883224,0.2390023171901703,False
food,0,edible but really a ripoff at those prices given whats in the area .,-1,0.6951976418495178,0.07563644647598267,0.2291659265756607,False
miscellaneous,1,we will be back .,1,0.21618834137916565,0.06218874081969261,0.721622884273529,True
food,1,"the food is delicious - from the specials to the regular menu-fare , the dishes are never a disappointment .",1,0.022065920755267143,0.0043054972775280476,0.9736286401748657,True
food,1,"what is even better , is that the prices are very affordable as well , and the food is really good .",1,0.020793018862605095,0.0035834303125739098,0.9756234884262085,True
food,1,the food was very well prepared .,1,0.043101076036691666,0.04915958270430565,0.9077393412590027,True
miscellaneous,0,"besides , we were on vacation !",1,0.10111592710018158,0.33594879508018494,0.5629352927207947,False
food,1,"authentic food and they have real service , not just the rush you get sometimes when they try to push you out the door .",1,0.24640299379825592,0.021284976974129677,0.732312023639679,True
service,1,"the food was delicious ( i had a halibut special , my husband had steak ) , and the service was top-notch .",1,0.008911236189305782,0.004277583211660385,0.9868112206459045,True
miscellaneous,1,it 's convenient .,1,0.1394154578447342,0.2200600504875183,0.6405244469642639,True
service,1,the food always tastes fresh and served promptly .,1,0.012995029799640179,0.012231309898197651,0.9747737050056458,True
service,-1,they did n't give us the dinner special until we asked for it .,-1,0.6090018153190613,0.12575165927410126,0.26524654030799866,True
food,1,the sauce on the pizza is sooo good with garlic and fresh tomatoes and they do n't skimp .,1,0.028590679168701172,0.001393427955918014,0.9700158834457397,True
food,1,"trust me , it will be great , and all of it will be devoured in no time .",1,0.08741188049316406,0.0038665696047246456,0.9087215662002563,True
service,-1,"after all that , they complained to me about the small tip .",-1,0.8469814658164978,0.1002386212348938,0.05277979373931885,True
ambience,1,"the ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .",1,0.06118331849575043,0.004939584992825985,0.9338771104812622,True
food,1,the pizza was pretty good and huge .,1,0.03047442063689232,0.002724593970924616,0.9668009281158447,True
service,-1,"they brought glasses and the bottle , and just left the bottle at our table .",-1,0.8879831433296204,0.001751999370753765,0.11026488989591599,True
miscellaneous,-1,the strong scents coming from the left and right of me negatively affected my taste buds .,-1,0.8019008040428162,0.01833057589828968,0.1797686666250229,True
service,-1,much of the time it seems like they do not care about you .,1,0.454934298992157,0.08082077652215958,0.46424493193626404,False
service,1,i had a huge group for my birthday and we were well taken care of .,1,0.01454928144812584,0.25834333896636963,0.7271072864532471,True
miscellaneous,0,so eat fast and order a lot .,1,0.01903996244072914,0.2414536029100418,0.7395064234733582,False
service,-1,"still stay away , the table next to us walked out after my table and aanother were serves eventhough they were there much longer ...",-1,0.8203009366989136,0.010309430770576,0.16938965022563934,True
miscellaneous,0,perhaps .,0,0.2748822271823883,0.4297122657299042,0.2954055368900299,True
service,1,"the place is small and intimate and you may feel a little crowded , but the service is excellent and it 's great for friends out , a romantic date , or a special occassion .",1,0.06948346644639969,0.013222300447523594,0.9172942042350769,True
miscellaneous,-1,"i seriously doubt i will ever dine at jimmy 's bronx , or for that matter , jimmy 's uptown , again .",1,0.11822151392698288,0.3325827717781067,0.5491957664489746,False
food,1,"nha trang , while being notorious for utter lack of comfort and decor , horribly slow wait staff and horribly quick meals , is one of the best vietnamese restaurants i 've ever been to . the pho is delicious and comes with very fresh vegtables .",1,0.3355669379234314,0.0014791230205446482,0.6629539132118225,True
miscellaneous,1,it will be on my to do list the next visit to nyc .,1,0.17494967579841614,0.05705127865076065,0.7679990530014038,True
price,-1,"i need at least three rolls to be full , and that 's at least $ 14.00 !",1,0.19104251265525818,0.3231008052825928,0.4858567416667938,False
food,1,from the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that i ca n't remember because of the fabulous cakebread cabernet we were drinking -- the whole evening was amazing .,1,0.006227586418390274,0.001637880108319223,0.9921345710754395,True
service,1,"found service above average , but that could be because we were 13 of us .",-1,0.39411237835884094,0.28925400972366333,0.31663355231285095,False
service,1,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration .,1,0.001866877661086619,0.07854161411523819,0.91959148645401,True
service,-1,the bartender on my most recent visit was so incredibly rude that i will never go back .,-1,0.7905593514442444,0.01059076376259327,0.1988498866558075,True
miscellaneous,1,it is so easy to get a reservation at a top place in nyc with a week 's notice .,1,0.09830468893051147,0.09184710681438446,0.8098482489585876,True
food,1,"my picks are : - scallion pancake ( fried with vegetable juice , very special and tasty ) - guizhou chicken - shredded squid family style ( one of my personal favorites ) - sichuan spicy soft shell crab - shuizhu fish ( this one is for hardcore sichuan food fans , i would n't recommend to my american friends as it 's very spicy .",1,0.0023735747672617435,0.004366317763924599,0.9932600855827332,True
service,-1,"the cafe itself was really nice with comfortable outdoor chairs and tables , but the service could have been better .",1,0.14822806417942047,0.005566227249801159,0.8462057113647461,False
food,0,the only thing i moderately enjoyed was their grilled chicken special with edamame puree .,1,0.028946852311491966,0.28508520126342773,0.6859679818153381,False
miscellaneous,1,we would like to thank marcelo and grace for a wonderful dining experience ! ! !,1,0.0013817987637594342,0.001191163551993668,0.9974270462989807,True
miscellaneous,0,we do not need to go to a four-star restaurant anymore .,1,0.21462860703468323,0.38333144783973694,0.4020400047302246,False
food,1,and yes dal bukhara is so dam good and so are all the kababs .,1,0.002506612567231059,0.009267270565032959,0.9882261157035828,True
price,1,i have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials .,1,0.0010881529888138175,0.0007749056676402688,0.9981368780136108,True
miscellaneous,1,i take all my nyc guests to vt 's .,1,0.0048475502990186214,0.3508128821849823,0.6443395614624023,True
service,1,"if presentation and service is your thing , then this magic show works .",1,0.10529785603284836,0.00976959802210331,0.8849325180053711,True
miscellaneous,0,our first time in new york and we had to try a new york bagel .,0,0.0019725069869309664,0.8424232602119446,0.15560422837734222,True
service,1,"kind , attentive wait staff .",1,0.013907136395573616,0.008436967618763447,0.9776558876037598,True
miscellaneous,1,"conveniently located too , being right on bedford ave .",0,0.023611921817064285,0.5477004051208496,0.42868772149086,False
ambience,-1,"the tables are crammed way too close , the menu is typical of any italian restaurant , and the wine list is simply overpriced .",1,0.45380809903144836,0.07375036180019379,0.47244155406951904,False
miscellaneous,0,on a monthly basis my friends and i get together and have a girls night out .,0,0.004682349972426891,0.8459644317626953,0.14935320615768433,True
food,0,"the food is decent at best , and the ambience , well , it 's a matter of opinion , some may consider it to be a sweet thing , i thought it was just annoying .",1,0.35500985383987427,0.04144710302352905,0.6035429835319519,False
food,1,bottles of wine are cheap and good .,1,0.009888511151075363,0.0031708728056401014,0.9869405627250671,True
food,-1,not impressed with the food .,1,0.10515311360359192,0.10227502882480621,0.7925719022750854,False
miscellaneous,0,"he ca n't help , they 're bought up so fast .",-1,0.4828527271747589,0.10306403040885925,0.41408324241638184,False
miscellaneous,1,"everything is delicious , though , my gf and i come here once a week sometimes- you will get addicted !",1,0.0036059715785086155,0.007601245306432247,0.9887927174568176,True
miscellaneous,0,despite the untasteful previous review ...,-1,0.8723741173744202,0.09616973996162415,0.031456124037504196,False
service,-1,the service is awful -- the last time i was there ( and i do mean the last time ) we were told that they needed our table so we would have to leave .,-1,0.7572141885757446,0.005859495140612125,0.23692627251148224,True
service,-1,in reality ( to maximize potential diners ) they were still taking phone reservations and reallocating tables of those waiting in the lobby .,-1,0.7699678540229797,0.016431063413619995,0.21360109746456146,True
miscellaneous,1,"it was the first place we ate on our first trip to new york , and it will be the last place we stop as we head out of town on our next trip to new york .",1,0.005108539946377277,0.06657734513282776,0.9283140897750854,True
service,-1,the only problem is that the manager is a complete incompetent .,-1,0.8167864084243774,0.022972293198108673,0.16024130582809448,True
food,1,i love indian food and consider myself to be quite an expert on it .,1,0.006782461889088154,0.10235869139432907,0.8908588290214539,True
food,1,the food has been consistant for years and it never lets you down .,1,0.047810185700654984,0.028335561975836754,0.9238542914390564,True
miscellaneous,-1,good luck getting a table .,1,0.12168613821268082,0.030431563034653664,0.8478822708129883,False
miscellaneous,0,but i just would like to say i read the reviews people left and thats why i checked it out .,0,0.04259802773594856,0.5898081064224243,0.36759382486343384,True
service,1,"the service , however , was a bright flower in a garden .",1,0.014232504181563854,0.020412471145391464,0.9653550386428833,True
food,1,i have enjoyed everything i have ever gotten and the fish is so fresh and always prepared in a great way .,1,0.004131266847252846,0.0040525044314563274,0.9918162226676941,True
miscellaneous,1,"yeah , it 's that good .",1,0.06751949340105057,0.3417249321937561,0.5907556414604187,True
price,1,i love the fact that the pizza tastes so good and is so cheap .,1,0.0035310061648488045,0.0063362568616867065,0.9901328086853027,True
food,1,i fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork .,0,0.04336591809988022,0.6103480458259583,0.34628602862358093,False
miscellaneous,-1,anyone who ever dined at a thai restaurant is in for a huge disappointment .,1,0.385893315076828,0.03776019439101219,0.5763465166091919,False
price,-1,"good food at the restaurant ( a bit expensive , but great if you want to impress your date ) .",1,0.4864557981491089,0.017500361427664757,0.4960438907146454,False
miscellaneous,1,what makes this restaurant special are the authentic sichuan cooking and being the only one in nyc that offers authentic chongqing hotpot .,1,0.0038718199357390404,0.004631741438060999,0.9914964437484741,True
food,-1,the plain pizza was soggy and the creative wild mushroom ( third generation-fornini ) pizza we had was drenched with truffle oil in the middle ( again making it soggy ) and nothingon the rest .,-1,0.929617702960968,0.0016801853198558092,0.06870203465223312,True
ambience,-1,"most people eat there seem to be typical upper east side snobs , so be aware .",1,0.2568826675415039,0.24972906708717346,0.49338826537132263,False
miscellaneous,1,"go to any corned indian restaurant , and the little india strip along east 6 st rules supreme !",1,0.005944265518337488,0.20801806449890137,0.7860376834869385,True
food,1,the place is small and cramped but the food is fantastic .,1,0.3363783359527588,0.013262683525681496,0.6503589153289795,True
miscellaneous,-1,i was very disappointed with this restaurant .,-1,0.5521556735038757,0.07556311786174774,0.3722812235355377,True
food,1,best drumsticks over rice and sour spicy soup in town !,1,0.005978782195597887,0.009552108123898506,0.9844691157341003,True
miscellaneous,0,"from the street it looks very hidden , and is actually an old warehouse .",-1,0.5994913578033447,0.0405268594622612,0.35998180508613586,False
miscellaneous,-1,"we arrived for dinner expecting to be impressed by a place that has an impressive past - but , that 's just it -- the past !",1,0.23680934309959412,0.1194349154829979,0.6437557339668274,False
ambience,1,i loved the shows .,1,0.005101253744214773,0.0201548021286726,0.9747439026832581,True
ambience,-1,"nha trang , while being notorious for utter lack of comfort and decor , horribly slow wait staff and horribly quick meals , is one of the best vietnamese restaurants i 've ever been to . the pho is delicious and comes with very fresh vegtables .",1,0.20199637115001678,0.0042878310196101665,0.7937158346176147,False
miscellaneous,0,others have to go to other restaurants and feel sad until they 're eaten .,-1,0.8664820790290833,0.03194719925522804,0.10157075524330139,False
miscellaneous,1,planet thai is great !,1,0.010619083419442177,0.00757965911179781,0.9818012714385986,True
miscellaneous,1,its a great place for a casual date or to entertain clients for lunch .,1,0.010775386355817318,0.12138170003890991,0.8678429126739502,True
miscellaneous,1,highly recommended for a first date .,1,0.036176107823848724,0.1778971254825592,0.7859267592430115,True
miscellaneous,0,instead ordered an ice cold beer which to me works with indian .,0,0.1328849047422409,0.747895359992981,0.1192198172211647,True
food,-1,"that is a problem since we paid about 20 bucks a dish , and had to order 5 dishes to get a decent taste .",1,0.1631903499364853,0.22536250948905945,0.6114470958709717,False
price,-1,"this place does n't compare with mamoun 's in terms of price , freshness , value , and consisent quality , but that 's just my opinion .",1,0.3744973838329315,0.019649548456072807,0.6058530807495117,False
miscellaneous,-1,"consequently , their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them .",-1,0.9772763848304749,0.0009640358621254563,0.02175961062312126,True
food,-1,"the highlight of the night was the mayonaisse for my side of fries i received from one of the food runners , which is not good considering the bill was nearly $ 100 .",-1,0.5120711326599121,0.04066641256213188,0.4472624659538269,True
miscellaneous,-1,this should have been done in a back room - away from customers .,-1,0.770587146282196,0.007425336167216301,0.2219875156879425,True
price,-1,"while most people can attest to spending over $ 50 on drinks in new york bars and hardly feeling a thing , the drinks here are plentiful and unique .",1,0.18441876769065857,0.013783023692667484,0.8017982244491577,False
service,-1,i was here a few weeks back and we had the worst customer service experience at a restaurant ever .,-1,0.8087767362594604,0.013232325203716755,0.17799100279808044,True
food,1,good bagels and good cream cheese .,1,0.0023676955606788397,0.027647951617836952,0.9699843525886536,True
food,1,"its a nice quiet location to go eat a good meal , relax , be able to talk and have a very good time .",1,0.001137058949097991,0.012036308646202087,0.9868266582489014,True
ambience,1,it 's a small cute restaurant .,1,0.1690373420715332,0.209869846701622,0.6210927367210388,True
ambience,1,"our waiter was fine , the place looks nice in that not-trying-too-hard way , but at those prices , a little more should be expected of your food .",-1,0.6536486148834229,0.024458184838294983,0.32189324498176575,False
miscellaneous,1,it 's one of our favorite places to eat in ny .,1,0.0034174739848822355,0.04543137550354004,0.9511511325836182,True
ambience,1,check out the secret back room .,1,0.09065508842468262,0.21066977083683014,0.6986751556396484,True
food,1,the dim sum however was very good .,1,0.1827673316001892,0.08076931536197662,0.7364633679389954,True
miscellaneous,0,she lives nearby but had never gone to this establishment thinking that it might be too touristy .,-1,0.5544903874397278,0.0761461853981018,0.36936336755752563,False
service,1,i can not imagine a friendlier staff working in a restaurant .,1,0.08580901473760605,0.08969113975763321,0.8244998455047607,True
ambience,-1,interior was so so .,-1,0.6573579907417297,0.09758169203996658,0.2450602948665619,True
food,0,food and service was okay .,-1,0.4965321719646454,0.2663852274417877,0.2370826154947281,False
food,0,the food is okay and the prices here are mediocre .,-1,0.7074490189552307,0.058762580156326294,0.2337884157896042,False
food,-1,"the last two times i ordered from here my food was soo spicy that i could barely eat it , and the spice took away from the flavor of the dish .",-1,0.6159866452217102,0.02408238686621189,0.3599310517311096,True
service,1,i 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,1,0.0037308477330952883,0.003490893403068185,0.9927782416343689,True
food,1,my son and his girlfriend both wanted cheeseburgers and they were huge !,1,0.02009284682571888,0.009137773886322975,0.970769464969635,True
miscellaneous,1,you will find yourself returning quite often .,-1,0.5904369354248047,0.05011462792754173,0.3594484031200409,False
service,-1,"you do n't go to mizu for excellent service , you go for the large amounts of food , the amiable atmosphere , and the hole-in-the-wall feeling of the place .",1,0.11165537685155869,0.005520448554307222,0.882824182510376,False
service,-1,i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side .,-1,0.6006367206573486,0.030487993732094765,0.36887526512145996,True
food,1,this is my first time writing a review for a restaurant because the food and service was excellent .,1,0.06366176158189774,0.11235824227333069,0.8239799737930298,True
food,1,"the spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share !",1,0.0013648724416270852,0.0011274759890511632,0.9975075721740723,True
food,1,they need a kick out of it but until then the sushi is pretty good and the place is consistent .,1,0.02045581117272377,0.006695630960166454,0.9728484749794006,True
food,1,"the rest of the dim sum , though pricey by chinatown standards , is worth it .",-1,0.5455039143562317,0.16929712891578674,0.2851988971233368,False
miscellaneous,1,there 's something smooth about sipping sake upper east side style .,1,0.018863344565033913,0.2017640769481659,0.7793726325035095,True
miscellaneous,0,that 's why you have to pay more for that .,-1,0.5572181344032288,0.20191949605941772,0.24086236953735352,False
miscellaneous,-1,"this restaurant is not worth the time , effort , or money to say the least .",-1,0.7672128677368164,0.05724190175533295,0.17554523050785065,True
ambience,-1,the place is small and cramped but the food is fantastic .,1,0.4714701175689697,0.010312897153198719,0.5182170271873474,False
service,1,the place is so cool and the service is prompt and curtious .,1,0.006533433683216572,0.0033828741870820522,0.9900836944580078,True
miscellaneous,1,go hungry and enjoy .,1,0.00896273460239172,0.01249045878648758,0.9785467982292175,True
food,1,i love their thai noodles with shrimp and chicken and coconut juice is the must !,1,0.00884805154055357,0.005752677097916603,0.9853992462158203,True
ambience,1,"the decor is dark , cool and soothing , while the food 's presentation is spectacular , considering the low prices .",1,0.13466842472553253,0.0017028100555762649,0.8636288046836853,True
price,-1,price and quality of fish alone will keep us from making a return visit .,1,0.24497254192829132,0.010656291618943214,0.744371235370636,False
food,1,great place to grab a hot bagel on the way to work .,1,0.0034623234532773495,0.0037367762997746468,0.9928009510040283,True
service,-1,"while we enjoyed the food , we were highly disappointed by the poor service ( waiter was not quite competent and slow service ) and lack of remorse .",-1,0.6810939908027649,0.005840096157044172,0.31306588649749756,True
food,1,the white bean brushetta to start was incredible and the pasta was phenomenal .,1,0.019940832629799843,0.006837624125182629,0.9732215404510498,True
service,1,"the staff is excellent , specjal : that girl behind the bar , european chic .",1,0.016578562557697296,0.006777176633477211,0.9766443371772766,True
price,1,"otherwise , this place has great service and prices and a nice friendly atmosphere .",1,0.013461562804877758,0.0021454303059726954,0.9843929409980774,True
miscellaneous,0,look i dont know if the people who wrote the reviews have ever been to a decent place ( please try someother places ) .,1,0.17549405992031097,0.23546746373176575,0.5890384912490845,False
miscellaneous,-1,my entire family was horrified .,-1,0.5766574144363403,0.10336904227733612,0.31997352838516235,True
ambience,1,"this is the perfect spot for meeting friends , having lunch , dinner , pre-theatre or after-theatre drinks !",1,0.00451864767819643,0.01111616287380457,0.9843652248382568,True
miscellaneous,0,ahhh ...,0,0.12834009528160095,0.7308642268180847,0.14079561829566956,True
service,-1,"the menu looked good , except for offering the chilean sea bass , but the server does not offer up the specials that were written on the board outside .",1,0.41123509407043457,0.062488947063684464,0.5262759327888489,False
service,1,"the waitress remembers me and is very friendly , she knows what my regular is and that 's the fried mini buns with the condensed milk and the assorted fruits on beancurd .",1,0.0017176596447825432,0.003284170525148511,0.9949982166290283,True
food,1,i found the variety of the sashimi plate to be satisfying - fresh and yummy .,1,0.0020080122631043196,0.0034801845904439688,0.9945118427276611,True
price,1,not pretentious and very economical .,-1,0.5318282842636108,0.02076924405992031,0.4474025368690491,False
miscellaneous,1,"overall i was impressed and will return , it 's a great qpr ( quality to price ratio ) .",1,0.023198941722512245,0.005850553512573242,0.9709504246711731,True
food,1,i have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials .,1,0.003512566676363349,0.0009103526826947927,0.9955770969390869,True
miscellaneous,1,"if you are the type of person who likes being scared and entertained , this is a great place to go and eat .",1,0.06622707843780518,0.008601145818829536,0.9251717329025269,True
miscellaneous,1,this place is greatly welcome in the desolate little strip between the prospect expressway and greenwood cemetery - a wasteland we like to call the sliv .,1,0.3940252959728241,0.14405834674835205,0.4619162976741791,True
miscellaneous,-1,i hate hate hate this place .,-1,0.8550729751586914,0.051533233374357224,0.09339375048875809,True
food,1,"it may be a bit packed on weekends , but the vibe is good and it is the best french food you will find in the area .",1,0.014337297528982162,0.0031395601108670235,0.9825232028961182,True
food,1,"whether it 's the parmesean porcini souffle or the lamb glazed with balsamic vinegar , you will surely be transported to northern italy with one bite .",1,0.004402385093271732,0.004038110841065645,0.9915594458580017,True
miscellaneous,1,my girlfriend and i stumbled onto this hopping place the other night and had a great time !,1,0.011151577346026897,0.014175936579704285,0.9746724367141724,True
miscellaneous,0,"it 's usually packed for good reason , esp .",1,0.054620690643787384,0.10926263779401779,0.8361166715621948,False
service,1,go to volare for 1st class service and terrific food .,1,0.0034446194767951965,0.021522684022784233,0.9750326871871948,True
food,1,"we went here for lunch a couple of weeks ago on a saturday , and i was thoroughly impressed with the food .",1,0.0031963330693542957,0.42407605051994324,0.572727620601654,True
ambience,0,people dress in suits or evening gowns as well as shirts jeans .,0,0.0563068650662899,0.746056318283081,0.19763682782649994,True
service,-1,"however , it 's the service that leaves a bad taste in my mouth .",-1,0.8672901391983032,0.022418733686208725,0.11029110103845596,True
miscellaneous,-1,every waitress and customer who passed by me bumped into my chair .,-1,0.9065839648246765,0.005964695475995541,0.08745136111974716,True
miscellaneous,0,went to village last night for my birthday .,0,0.02136910706758499,0.8453556895256042,0.13327530026435852,True
food,-1,"in fact , while leaving the place we saw two people looking at the menu , and i could n't help telling them that the food was horrible .",-1,0.8772128820419312,0.009931623935699463,0.11285543441772461,True
